date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:45:33	186318/186318	---M-Z	200	added ('OK')	text/html	etag:%22a8bb293e22084f1a3bba8ab69908244b%22	https://www.bbva.pe/personas/olvido-contrasena.html	www.bbva.pe/personas/olvido-contrasena.html	(from )
18:45:35	145/145	---M-Z	-1	error ('Open%20error%20when%20decompressing%20(can%20not%20create%20temporary%20file%20/tmp0.z)')	text/plain	etag:%22bc29fe4dc6253f84de9c7ca9745394a0%22	https://www.bbva.pe/robots.txt		(from )
18:45:36	464362/464362	---MCZ	200	added ('OK')	text/html	etag:%22659c458b4a75285dcd7c435c24bb74fb%22	https://www.bbva.pe/personas/productos/tarjetas.html	www.bbva.pe/personas/productos/tarjetas.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:45:37	448517/448517	---MCZ	200	added ('OK')	text/html	etag:%2264cdbde054a2bd33fd3749fd1b8edf09%22	https://www.bbva.pe/personas/productos/tarjetas/credito.html	www.bbva.pe/personas/productos/tarjetas/credito.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:45:38	408734/408734	---MCZ	200	added ('OK')	text/html	etag:%22d04244d8175d74df558bbe3df68c1e73%22	https://www.bbva.pe/personas/productos/tarjetas/credito/visa-bfree-puntos-vida.html	www.bbva.pe/personas/productos/tarjetas/credito/visa-bfree-puntos-vida.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:45:39	381491/381491	---MCZ	200	added ('OK')	text/html	etag:%2239b4f6b11fc75bb22ee8f401cf841f04%22	https://www.bbva.pe/personas/productos/tarjetas/credito/visa-cero.html	www.bbva.pe/personas/productos/tarjetas/credito/visa-cero.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:45:40	190468/190468	---M-Z	301	error ('Moved%20Permanently')	text/html	etag:%2206353f6e76ebaad712e7648ed9f1605f-gzip%22	https://www.bbva.pe/personas/productos/tarjetas/credito/cuota-fija0.html	www.bbva.pe/personas/productos/tarjetas/credito/cuota-fija0.5.delayed	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:45:40	345860/345860	---M-Z	200	added ('OK')	text/html	etag:%22eef3c138426c27133460dd95f1340a97%22	https://www.bbva.pe/personas/productos/tarjetas/credito/cuota-fija.html	www.bbva.pe/personas/productos/tarjetas/credito/cuota-fija.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:45:42	425905/425905	---MCZ	200	added ('OK')	text/html	etag:%22cba742c6bcd9be05f6391899295e1eb7-gzip%22	https://www.bbva.pe/personas/productos/tarjetas/credito/platinum-visa.html	www.bbva.pe/personas/productos/tarjetas/credito/platinum-visa.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:45:43	431246/431246	---MCZ	200	added ('OK')	text/html	etag:%227dc05e40ecfa68063f1c3dc5565d7d00-gzip%22	https://www.bbva.pe/personas/productos/tarjetas/credito/visa-signature-puntos-vida.html	www.bbva.pe/personas/productos/tarjetas/credito/visa-signature-puntos-vida.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:45:44	432333/432333	---MCZ	200	added ('OK')	text/html	etag:%227c7adb0ed0d45d98de67ccb1f528367a%22	https://www.bbva.pe/personas/productos/tarjetas/credito/visa-infinite-puntos.html	www.bbva.pe/personas/productos/tarjetas/credito/visa-infinite-puntos.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:45:45	378832/378832	---MCZ	200	added ('OK')	text/html	etag:%22920d349cb28c871b56e405c972a4a55e-gzip%22	https://www.bbva.pe/personas/productos/tarjetas/credito/mastercard-bfree-puntos-vida.html	www.bbva.pe/personas/productos/tarjetas/credito/mastercard-bfree-puntos-vida.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:45:46	401844/401844	---MCZ	200	added ('OK')	text/html	etag:%226d41712bf0517d677b58ac4a71f9200d%22	https://www.bbva.pe/personas/productos/tarjetas/credito/platinum-mastercard.html	www.bbva.pe/personas/productos/tarjetas/credito/platinum-mastercard.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:45:47	424824/424824	---MCZ	200	added ('OK')	text/html	etag:%2275aaccfef6b8637cccd78fc6d37778cf-gzip%22	https://www.bbva.pe/personas/productos/tarjetas/credito/mastercard-black-puntos-vida.html	www.bbva.pe/personas/productos/tarjetas/credito/mastercard-black-puntos-vida.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:45:47	349459/349459	---M-Z	200	added ('OK')	text/html	etag:%2279df6d1375a15753cd7d01e18116a3bf%22	https://www.bbva.pe/personas/productos/tarjetas/credito/nueva-tarjeta-de-credito-smart-sin-contacto.html	www.bbva.pe/personas/productos/tarjetas/credito/nueva-tarjeta-de-credito-smart-sin-contacto.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:45:48	299714/299714	---M-Z	200	added ('OK')	text/html	etag:%22d97f2a86811b692fe04fbf00dcfeef3b%22	https://www.bbva.pe/personas/productos/tarjetas/credito/control-total.html	www.bbva.pe/personas/productos/tarjetas/credito/control-total.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:45:49	189841/189841	---M-Z	301	error ('Moved%20Permanently')	text/html	etag:%22e5d2e1eb616a96da3f295295efae1d6c-gzip%22	https://www.bbva.pe/personas/productos/tarjetas/tarjeta-de-credito-adicional.html	www.bbva.pe/personas/productos/tarjetas/tarjeta-de-credito-adicional.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:45:50	334463/334463	---M-Z	200	added ('OK')	text/html	etag:%2214e985336187470133de72eccf737c4b%22	https://www.bbva.pe/personas/productos/tarjetas/credito/adicionales.html	www.bbva.pe/personas/productos/tarjetas/credito/adicionales.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:45:52	189992/189992	---M-Z	301	error ('Moved%20Permanently')	text/html	etag:%22b76255cd15ab3c6856b5415fcb3fa71e-gzip%22	https://www.bbva.pe/personas/productos/tarjetas/compra-deuda-.html	www.bbva.pe/personas/productos/tarjetas/compra-deuda-.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:45:52	260840/260840	---M-Z	200	added ('OK')	text/html	etag:%2207555f7f486ca1c5b7d14b0dfae7270c%22	https://www.bbva.pe/personas/productos/tarjetas/beneficios/compra-deuda.html	www.bbva.pe/personas/productos/tarjetas/beneficios/compra-deuda.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:45:53	189805/189805	---M-Z	301	error ('Moved%20Permanently')	text/html	etag:%22fc8dbc4f1b61c8ac05cc90da6150260f-gzip%22	https://www.bbva.pe/personas/productos/tarjetas/efectivo-en-cuotas.html	www.bbva.pe/personas/productos/tarjetas/efectivo-en-cuotas.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:45:54	244407/244407	---M-Z	200	added ('OK')	text/html	etag:%22f97ec330b579aec0667e63bce0dba391%22	https://www.bbva.pe/personas/productos/tarjetas/beneficios/efectivo-cuotas.html	www.bbva.pe/personas/productos/tarjetas/beneficios/efectivo-cuotas.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:45:56	284379/284379	---M-Z	301	error ('Moved%20Permanently')	text/html	etag:%22737d73f577b29166aa6a056e1c9aeaa4-gzip%22	https://www.bbva.pe/personas/productos/tarjetas/beneficios.html	www.bbva.pe/personas/productos/tarjetas/beneficios.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:45:56	265089/265089	---M-Z	200	added ('OK')	text/html	etag:%222656e47f1621a97869220c0631d3b025%22	https://www.bbva.pe/personas/servicios-digitales/descuentos-bbva.html	www.bbva.pe/personas/servicios-digitales/descuentos-bbva.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:45:57	295545/295545	---M-Z	200	added ('OK')	text/html	etag:%22c15648ec47c0c4f8302dab857e7ae42e%22	https://www.bbva.pe/personas/productos/tarjetas/debito.html	www.bbva.pe/personas/productos/tarjetas/debito.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:45:58	189028/189028	---M-Z	301	error ('Moved%20Permanently')	text/html	etag:%2238d2485df8d47a3598092fb3ca23716f-gzip%22	https://www.bbva.pe/personas/productos/tarjetas/activacion-menu.html	www.bbva.pe/personas/productos/tarjetas/activacion-menu.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:45:59	257756/257756	---M-Z	200	added ('OK')	text/html	etag:%22620d7e3ebdeadce62b9fbf21854b9fb6-gzip%22	https://www.bbva.pe/personas/productos/tarjetas/campanas/activacion.html	www.bbva.pe/personas/productos/tarjetas/campanas/activacion.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:00	33511/33511	---M-Z	301	error ('Moved%20Permanently')	text/html	etag:%22d58d0e749a5e44e6318959e8a3fc2c37-gzip%22	https://www.bbva.pe/personas/productos/tarjetas/credito/pedir-tarjeta-de-credito.html	www.bbva.pe/personas/productos/tarjetas/credito/pedir-tarjeta-de-credito.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:01	289040/289040	---M-Z	200	added ('OK')	text/html	etag:%229885c3928728a1c7873661fb1d4e7dd1%22	https://www.bbva.pe/personas/productos/tarjetas/credito/compara.html	www.bbva.pe/personas/productos/tarjetas/credito/compara.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:02	363145/363145	---M-Z	200	added ('OK')	text/html	etag:%2290337ff86c6c6a715025edd21a1e8b7a%22	https://www.bbva.pe/personas/productos/cuentas.html	www.bbva.pe/personas/productos/cuentas.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:04	363405/363405	---MCZ	200	added ('OK')	text/html	etag:%2263a38e38f3024ab94d3b0e5e5ceb3452%22	https://www.bbva.pe/personas/productos/cuentas/ahorro.html	www.bbva.pe/personas/productos/cuentas/ahorro.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:05	422111/422111	---MCZ	200	added ('OK')	text/html	etag:%2254ee4d70bf019183373b2ecd35872d4c-gzip%22	https://www.bbva.pe/personas/productos/cuentas/ahorro/cuenta-digital.html	www.bbva.pe/personas/productos/cuentas/ahorro/cuenta-digital.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:06	395275/395275	---MCZ	200	added ('OK')	text/html	etag:%2275f48643c5e4ec288545e993062ad987%22	https://www.bbva.pe/personas/productos/cuentas/ahorro/independencia.html	www.bbva.pe/personas/productos/cuentas/ahorro/independencia.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:06	300359/300359	---M-Z	200	added ('OK')	text/html	etag:%22aecc8b2555c811204784b9788752a831-gzip%22	https://www.bbva.pe/personas/productos/cuentas/ahorro/ganadora.html	www.bbva.pe/personas/productos/cuentas/ahorro/ganadora.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:08	390761/390761	---MCZ	200	added ('OK')	text/html	etag:%2266b618535817f69e741b3c2410464e9c%22	https://www.bbva.pe/personas/productos/cuentas/ahorro/sueldo.html	www.bbva.pe/personas/productos/cuentas/ahorro/sueldo.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:08	238219/238219	---M-Z	200	added ('OK')	text/html	etag:%22462759e4dc0dfe6995c6006b8841a51e-gzip%22	https://www.bbva.pe/personas/productos/cuentas/corriente.html	www.bbva.pe/personas/productos/cuentas/corriente.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:09	273412/273412	---M-Z	200	added ('OK')	text/html	etag:%22fe284aaf52ea847b6f9fc18b44e75861%22	https://www.bbva.pe/personas/productos/cuentas/corriente/vip.html	www.bbva.pe/personas/productos/cuentas/corriente/vip.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:10	257265/257265	---M-Z	200	added ('OK')	text/html	etag:%22f5d5d371b5d78be515f3c40b84ae101c%22	https://www.bbva.pe/personas/productos/cuentas/corriente/persona-natural.html	www.bbva.pe/personas/productos/cuentas/corriente/persona-natural.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:11	189019/189019	---M-Z	301	error ('Moved%20Permanently')	text/html	etag:%22e4b1e221c2b715541113bd9feda0e5ec-gzip%22	https://www.bbva.pe/personas/productos/cuentas/activacion-menu.html	www.bbva.pe/personas/productos/cuentas/activacion-menu.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:12	353327/353327	---M-Z	200	added ('OK')	text/html	etag:%2285631f8f97faad23c8b70a9ead8840c4%22	https://www.bbva.pe/personas/productos/cuentas/activacion.html	www.bbva.pe/personas/productos/cuentas/activacion.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:13	291283/291283	---M-Z	200	added ('OK')	text/html	etag:%22ebb0893f75c6e1c1e873afe9c498f7ee%22	https://www.bbva.pe/personas/productos/cuentas/cts.html	www.bbva.pe/personas/productos/cuentas/cts.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:14	233117/233117	---M-Z	301	error ('Moved%20Permanently')	text/html	etag:%22218752ecb1bd33f62b4fc7591ab4ed8a-gzip%22	https://www.bbva.pe/personas/productos/cuentas/depositos.html	www.bbva.pe/personas/productos/cuentas/depositos.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:15	298112/298112	---M-Z	200	added ('OK')	text/html	etag:%22e5e43d0c10c155b77a062277b3c9469f-gzip%22	https://www.bbva.pe/personas/productos/inversiones/depositos/deposito-plazo.html	www.bbva.pe/personas/productos/inversiones/depositos/deposito-plazo.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:16	230404/230404	---M-Z	200	added ('OK')	text/html	etag:%22fef0cf0b93a9e8a806ef0e5a66b0cd74%22	https://www.bbva.pe/personas/productos/cuentas/servicios.html	www.bbva.pe/personas/productos/cuentas/servicios.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
18:46:17	201742/201742	---M-Z	200	added ('OK')	text/html	etag:%227d24296053496ffad89e682a4694e01a%22	https://www.bbva.pe/personas/productos/cuentas/servicios/visado-de-poderes.html	www.bbva.pe/personas/productos/cuentas/servicios/visado-de-poderes.html	(from https://www.bbva.pe/personas/olvido-contrasena.html)
